ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
192672.0,25-34 years old,5,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, back-end",Employed full-time,"['Java', 'SQL']","['Elasticsearch', 'MySQL', 'Redis']",['AWS'],['Spring'],['Git']
21024.0,18-24 years old,7,4,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, full-stack;Developer, QA or test;DevOps specialist",Employed full-time,"['Bash/Shell', 'C#', 'Dart', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Node.js', 'PowerShell', 'Python', 'TypeScript']","['MariaDB', 'MongoDB', 'MySQL', 'Oracle', 'SQLite']","['AWS', 'Google Cloud Platform', 'IBM Cloud or Watson', 'Microsoft Azure']","['Angular', 'ASP.NET', 'ASP.NET Core ', 'Express', 'jQuery', 'Laravel']","['Docker', 'Git', 'Xamarin', 'Yarn']"
400000.0,35-44 years old,37,24,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Data scientist or machine learning specialist;Developer, back-end",Employed full-time,"['Haskell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL']","['PostgreSQL', 'SQLite']",['Google Cloud Platform'],"['jQuery', 'React.js']",['Git']
161550.0,25-34 years old,20,7,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'TypeScript']","['Elasticsearch', 'MySQL', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Express', 'React.js']","['Docker', 'Git', 'Kubernetes', 'Terraform', 'Unity 3D']"
135000.0,25-34 years old,12,9,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,"['HTML/CSS', 'JavaScript', 'Ruby']","['MySQL', 'PostgreSQL', 'Redis']","['AWS', 'DigitalOcean', 'Google Cloud Platform', 'Heroku']","['Angular.js', 'Django', 'jQuery', 'React.js', 'Ruby on Rails']","['Docker', 'Git', 'Yarn']"
51057.0,25-34 years old,11,5,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications",Employed full-time,"['Bash/Shell', 'C', 'C++', 'Clojure', 'Groovy', 'Java', 'Python']",[],"['DigitalOcean', 'Google Cloud Platform']",[],"['Docker', 'Git']"
23172.0,18-24 years old,5,2,Switzerland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end",Employed full-time,"['C', 'C++', 'SQL']",[],['Heroku'],[],['Git']
250000.0,25-34 years old,6,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed part-time,"['Python', 'R']",[],[],['Flask'],[]
54972.0,25-34 years old,18,15,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript', 'Ruby']","['PostgreSQL', 'Redis']","['AWS', 'DigitalOcean', 'Heroku']","['jQuery', 'React.js', 'Ruby on Rails']","['Git', 'Yarn']"
25068.0,25-34 years old,10,3,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data",Employed full-time,"['Python', 'SQL']",['PostgreSQL'],['AWS'],['Django'],"['Docker', 'Git']"
51887.0,25-34 years old,10,2,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Database administrator;Developer, QA or test;System administrator",Employed full-time,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'SQL']","['MariaDB', 'MySQL', 'SQLite']",[],"['jQuery', 'Laravel', 'Symfony']","['Docker', 'Git']"
172000.0,,10,7,United States of America,Some college/university study without earning a degree,"Developer, full-stack","Independent contractor, freelancer, or self-employed","['Bash/Shell', 'Elixir', 'HTML/CSS', 'JavaScript', 'Node.js', 'Python', 'Ruby']","['Elasticsearch', 'PostgreSQL']",['Heroku'],"['Django', 'React.js', 'Ruby on Rails', 'Svelte', 'Vue.js']","['Git', 'Unreal Engine']"
32429.0,25-34 years old,15,10,Spain,Some college/university study without earning a degree,"Developer, back-end;Database administrator;System administrator",Employed full-time,"['HTML/CSS', 'JavaScript', 'PHP']","['Elasticsearch', 'MongoDB', 'MySQL', 'Redis']",['Microsoft Azure'],[],"['Docker', 'Git']"
22800.0,25-34 years old,3,2,"Iran, Islamic Republic of...","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end",Employed full-time,"['HTML/CSS', 'JavaScript', 'PHP']",['MySQL'],[],"['jQuery', 'Laravel']","['Git', 'Yarn']"
54049.0,25-34 years old,9,6,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",Employed full-time,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'VBA']",['Microsoft SQL Server'],[],"['ASP.NET', 'ASP.NET Core ']",['Git']
74970.0,25-34 years old,7,1,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",Employed full-time,"['Go', 'Python', 'SQL']","['PostgreSQL', 'SQLite']","['AWS', 'Google Cloud Platform']",['Django'],"['Docker', 'Git']"
33732.0,35-44 years old,30,10,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications",Employed part-time,"['Assembly', 'C#', 'C++', 'Python']",['Microsoft SQL Server'],[],[],['Ansible']
54049.0,25-34 years old,10,6,Germany,"Associate degree (A.A., A.S., etc.)","Developer, front-end",Employed full-time,"['HTML/CSS', 'JavaScript', 'TypeScript']",[],[],['Angular'],['Git']
108624.0,35-44 years old,21,16,South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Developer, front-end;Developer, back-end;Engineering manager",Employed full-time,"['Dart', 'Java', 'Kotlin', 'PHP']","['Firebase', 'MariaDB', 'MySQL']",['AWS'],"['Laravel', 'Spring']","['Docker', 'Git']"
130000.0,55-64 years old,35,30,United States of America,Some college/university study without earning a degree,"Developer, full-stack",Employed full-time,[],[],[],[],[]
11700.0,25-34 years old,7,4,Morocco,"Professional degree (JD, MD, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,"['JavaScript', 'PHP', 'SQL']","['MariaDB', 'MySQL']",['Google Cloud Platform'],"['Express', 'jQuery', 'Laravel', 'Vue.js']",['Git']
73644.0,35-44 years old,25,16,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Engineering manager",Employed full-time,"['Bash/Shell', 'C#', 'F#', 'Groovy', 'Haskell', 'JavaScript', 'Kotlin', 'Node.js', 'PowerShell', 'Python', 'SQL', 'Swift', 'TypeScript']","['Elasticsearch', 'Firebase', 'Microsoft SQL Server', 'MongoDB', 'PostgreSQL', 'SQLite']","['Heroku', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'Express', 'React.js', 'Vue.js']","['Docker', 'Git', 'Kubernetes', 'Xamarin', 'Yarn']"
36324.0,18-24 years old,8,5,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Other (please specify):;Database administrator;System administrator",Employed full-time,"['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['Microsoft SQL Server'],[],"['ASP.NET', 'ASP.NET Core ', 'jQuery']","['Git', 'Xamarin']"
63200.0,35-44 years old,15,13,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Product manager",Employed full-time,"['Java', 'JavaScript', 'Node.js', 'Ruby', 'SQL']","['MySQL', 'PostgreSQL', 'SQLite']","['AWS', 'DigitalOcean', 'Google Cloud Platform', 'Heroku']","['Angular', 'jQuery', 'Spring']","['Ansible', 'Docker', 'Git', 'Yarn']"
96000.0,55-64 years old,35,32,United States of America,Some college/university study without earning a degree,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;System administrator",Employed full-time,"['C', 'C++', 'Java', 'JavaScript', 'Node.js', 'Objective-C']","['PostgreSQL', 'Redis']","['AWS', 'Microsoft Azure']","['jQuery', 'Vue.js']","['Docker', 'Git']"
80000.0,25-34 years old,15,10,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end",Employed full-time,"['C++', 'Clojure', 'Python']",[],[],[],[]
32424.0,25-34 years old,Less than 1 year,Less than 1 year,Netherlands,"Associate degree (A.A., A.S., etc.)","Developer, front-end",Employed full-time,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'Python', 'SQL']","['MariaDB', 'MySQL']","['AWS', 'Microsoft Azure']","['jQuery', 'Laravel', 'Vue.js']",[]
30588.0,25-34 years old,8,3,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",Employed full-time,"['Java', 'JavaScript', 'SQL', 'Swift', 'TypeScript']","['Microsoft SQL Server', 'Oracle', 'PostgreSQL']","['AWS', 'Heroku']","['Angular', 'React.js']","['Git', 'Yarn']"
8652.0,,5,1,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile;Academic researcher;Database administrator;Designer",Employed full-time,"['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'Swift', 'TypeScript']","['Firebase', 'MySQL']",[],['Angular'],[]
61368.0,35-44 years old,20,14,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Data scientist or machine learning specialist;Developer, back-end",Employed full-time,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Node.js', 'Scala', 'SQL']","['Microsoft SQL Server', 'MongoDB', 'MySQL']","['AWS', 'Google Cloud Platform', 'Heroku']","['Express', 'React.js']","['Docker', 'Git', 'Kubernetes']"
7200.0,25-34 years old,11,4,"Venezuela, Bolivarian Republic of...",Primary/elementary school,"Developer, full-stack",Employed full-time,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL']","['MariaDB', 'MySQL']",['AWS'],"['Laravel', 'Vue.js']",['Git']
49092.0,25-34 years old,7,,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",Employed full-time,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'Python', 'TypeScript']","['MongoDB', 'SQLite']",['Heroku'],"['Angular', 'Express', 'jQuery', 'React.js']","['Git', 'Yarn']"
140000.0,25-34 years old,12,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end",Employed full-time,"['JavaScript', 'Node.js', 'SQL', 'TypeScript']","['DynamoDB', 'MySQL', 'PostgreSQL', 'Redis']",['AWS'],"['Express', 'React.js']","['Docker', 'Git', 'Terraform']"
120000.0,55-64 years old,42,40,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Other (please specify):;Developer, back-end;Database administrator;Designer",Employed full-time,"['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'SQLite']",['Microsoft Azure'],"['Angular', 'ASP.NET Core ', 'jQuery', 'Vue.js']",['Git']
100000.0,25-34 years old,10,4,United States of America,"Other doctoral degree (Ph.D., Ed.D., etc.)","Developer, desktop or enterprise applications;Scientist",Employed full-time,"['Bash/Shell', 'C++', 'Python', 'SQL']",['PostgreSQL'],[],[],['Git']
35028.0,25-34 years old,4,Less than 1 year,Israel,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack",Employed full-time,"['HTML/CSS', 'JavaScript', 'Node.js']","['MongoDB', 'MySQL']",[],"['Express', 'jQuery', 'React.js']","['Git', 'Yarn']"
140000.0,45-54 years old,25,25,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,['Java'],['Microsoft SQL Server'],"['AWS', 'Microsoft Azure']",['Spring'],['Git']
112000.0,18-24 years old,7,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Developer, back-end",Employed full-time,"['Bash/Shell', 'HTML/CSS', 'Java', 'Python']",['MySQL'],[],[],"['Git', 'Kubernetes']"
60000.0,35-44 years old,10,10,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",System administrator,"Independent contractor, freelancer, or self-employed","['Bash/Shell', 'Clojure', 'LISP', 'SQL']","['Elasticsearch', 'MariaDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']","['AWS', 'DigitalOcean', 'Google Cloud Platform', 'Microsoft Azure']","['Django', 'Flask', 'Symfony']","['Ansible', 'Kubernetes', 'Terraform']"
62045.0,25-34 years old,11,7,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,"['C++', 'Java', 'JavaScript']",[],['Microsoft Azure'],['jQuery'],"['Git', 'Unreal Engine']"
48000.0,25-34 years old,,,Germany,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",Employed full-time,"['C#', 'HTML/CSS', 'JavaScript', 'Node.js', 'PowerShell', 'SQL', 'TypeScript']",['MariaDB'],[],"['Angular', 'ASP.NET Core ']",['Git']
12264.0,18-24 years old,4,Less than 1 year,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, desktop or enterprise applications;Developer, back-end",Employed full-time,"['Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']","['MySQL', 'SQLite']",['Heroku'],['Laravel'],"['Git', 'Yarn']"
50000.0,35-44 years old,8,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",System administrator,Employed full-time,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'SQL']","['MySQL', 'Oracle']","['AWS', 'Google Cloud Platform']","['Laravel', 'React.js', 'Spring']",['Docker']
15564.0,18-24 years old,18,Less than 1 year,Italy,Some college/university study without earning a degree,"Developer, mobile;Developer, desktop or enterprise applications;Developer, back-end;Student;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices",Employed full-time,"['Assembly', 'Bash/Shell', 'C#', 'Java', 'JavaScript', 'Matlab', 'Python', 'Scala', 'SQL', 'TypeScript']","['Elasticsearch', 'Firebase', 'MariaDB', 'MongoDB', 'PostgreSQL', 'SQLite']",[],"['Angular', 'Django', 'Flask', 'React.js', 'Spring', 'Vue.js']","['Docker', 'Git', 'Unity 3D', 'Unreal Engine', 'Yarn']"
98904.0,25-34 years old,14,10,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, QA or test;System administrator",Employed full-time,"['HTML/CSS', 'JavaScript', 'PHP']",['MySQL'],['AWS'],['jQuery'],['Git']
63672.0,25-34 years old,10,5,Chile,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, mobile",Employed full-time,"['Objective-C', 'Python', 'Swift']",[],"['AWS', 'Google Cloud Platform']",[],['Git']
69183.0,25-34 years old,14,9,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end",Employed full-time,"['C#', 'SQL']","['MongoDB', 'Oracle']",[],"['ASP.NET', 'ASP.NET Core ']",['Git']
600000.0,25-34 years old,12,6,South Korea,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;DevOps specialist;Data or business analyst;Product manager",Employed full-time,"['Bash/Shell', 'C', 'HTML/CSS', 'Java', 'JavaScript', 'Node.js', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['MariaDB', 'MySQL', 'Redis']",['AWS'],"['Express', 'Flask', 'jQuery', 'React.js', 'Spring', 'Vue.js']","['Git', 'Yarn']"
97288.0,55-64 years old,40,32,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;DevOps specialist",Employed full-time,"['JavaScript', 'Node.js', 'Perl']","['Elasticsearch', 'MariaDB', 'MySQL', 'Oracle', 'PostgreSQL', 'SQLite']","['AWS', 'Microsoft Azure']","['jQuery', 'Vue.js']",['Git']
175000.0,25-34 years old,11,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,"['Go', 'Groovy', 'Java', 'Python', 'SQL']","['MySQL', 'PostgreSQL']","['AWS', 'Microsoft Azure']",['Spring'],"['Docker', 'Git', 'Kubernetes']"
64859.0,45-54 years old,30,25,Italy,Some college/university study without earning a degree,"Developer, desktop or enterprise applications;Engineering manager;Product manager",Employed full-time,"['Bash/Shell', 'C', 'C#', 'C++', 'Delphi', 'Java', 'PHP']",['SQLite'],[],[],"['Docker', 'Git']"
54049.0,35-44 years old,25,20,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end;Designer",Employed full-time,"['PHP', 'SQL', 'VBA']","['MariaDB', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'SQLite']",[],[],[]
167000.0,35-44 years old,20,10,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Employed full-time,"['C++', 'Java', 'JavaScript', 'Python', 'VBA']",['SQLite'],[],['Flask'],['Git']
129718.0,25-34 years old,8,5,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,Employed full-time,"['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Rust']",[],[],[],"['Docker', 'Git']"
12000.0,35-44 years old,20,15,Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Developer, embedded applications or devices;DevOps specialist;Data or business analyst;System administrator;Marketing or sales professional","Independent contractor, freelancer, or self-employed","['Python', 'SQL']","['MariaDB', 'PostgreSQL', 'SQLite']","['AWS', 'Google Cloud Platform']","['FastAPI', 'Vue.js']","['Docker', 'Git']"
48000.0,25-34 years old,4,4,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript']","['DynamoDB', 'MariaDB', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Express', 'React.js']","['Docker', 'Git', 'Kubernetes', 'Terraform', 'Yarn']"
12120.0,18-24 years old,6,1,Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Engineer, data;Student",Employed full-time,"['HTML/CSS', 'JavaScript', 'Node.js', 'SQL', 'TypeScript']","['MongoDB', 'MySQL']",[],"['Express', 'React.js']","['Git', 'Yarn']"
73644.0,35-44 years old,31,20,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",Employed full-time,"['C#', 'JavaScript', 'SQL']","['Cassandra', 'MongoDB']",['Microsoft Azure'],"['ASP.NET', 'ASP.NET Core ']","['Docker', 'Git', 'Kubernetes']"
58779.0,25-34 years old,15,5,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end;Developer, embedded applications or devices",Employed full-time,"['Bash/Shell', 'Java', 'PowerShell', 'SQL', 'VBA']",['Microsoft SQL Server'],[],['Spring'],"['Docker', 'Git']"
5837292.0,35-44 years old,32,24,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",Employed full-time,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'SQL', 'TypeScript']","['Couchbase', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'Redis', 'SQLite']",[],"['Express', 'React.js', 'Symfony', 'Vue.js']","['Ansible', 'Docker', 'Git']"
51708.0,35-44 years old,15,9,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, game or graphics",Employed part-time,"['HTML/CSS', 'JavaScript', 'Node.js', 'PHP', 'TypeScript']",['MariaDB'],[],['Vue.js'],"['Docker', 'Git', 'Yarn']"
